File1_Data,File2_Data
"{'id': '159', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '340 stockton st.'}","{'id': '366', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'the savannah club', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/496-1066', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '161', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'petrossian', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/245-2214', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '162', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '545 post st.'}","{'id': '183', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '219 w. broadway  between franklin and white sts.'}"
"{'id': '163', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3799 las vegas blvd. s'}",
"{'id': '164', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""yujean kang's gourmet chinese cuisine"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '818/585-0855', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '165', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '160 e. 64th st.'}","{'id': '402', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'golden steer', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '702/384-4470', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '167', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'alain rondelli', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/387-0408', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '168', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'sherman oaks', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '169', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '600 stockton st.'}","{'id': '191', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '73 w. 71st st.'}"
,"{'id': '1405', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '9 pell st.'}"
"{'id': '171', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""uncle nick's"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/315-1726', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '172', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'beverly hills', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '653', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'bistro', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '702/791-7111', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '173', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'four seasons grill room', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/754-9494', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '60', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'picholine', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-724-8585', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '174', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'mifune japan center  kintetsu building', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/922-0337', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '947', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '2223 market st.'}"
,
"{'id': '176', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '2290 peachtree rd.  peachtree square shopping center'}","{'id': '37', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'italian', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1213', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '875 s. figueroa st. downtown'}"
"{'id': '178', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'brooklyn', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '186', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1031 ponce de leon ave.'}"
"{'id': '179', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""bone's"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/237-2663', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '180', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '14016 ventura blvd.'}","{'id': '234', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '328 lenox ave.'}"
"{'id': '181', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '100 e. 63rd st.'}","{'id': '173', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '106 bayard st.'}"
,"{'id': '1260', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'darbar', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-432-7227', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '183', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'march', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/754-6272', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '619', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""mary mac's tea room"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '404-876-1800', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '184', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3115 pico blvd.'}","{'id': '1467', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '24-02 31st st.'}"
,
,
"{'id': '187', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'patina', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '213/467-1108', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '737', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'fenix at the argyle', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '213-848-6677', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '188', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '41 14th st.'}","{'id': '662', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1136 westwood blvd.'}"
,
"{'id': '190', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""pano's and paul's"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/261-3662', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '191', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '2316 polk st.'}","{'id': '1150', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'sant ambroeus', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/570-2211', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '192', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': 'in central park at 67th st.'}",
,"{'id': '1058', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '6333 w. third st.'}"
"{'id': '194', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'second avenue deli', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/677-0606', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
"{'id': '195', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '243 e. 58th st.'}","{'id': '373', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '67 n. raymond ave.'}"
"{'id': '196', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""carmine's"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/362-2200', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '97', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '385 broome st. at mulberry'}"
,"{'id': '754', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '28 e. 63rd st.'}"
"{'id': '198', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3125 piedmont rd.  near peachtree rd.'}","{'id': '1100', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'la grotta at ravinia dunwoody rd.', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '770/395-9925', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '199', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '57 w. 58th st.'}",
"{'id': '200', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'hawthorne lane', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/777-9779', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '287', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""sal anthony's"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212/982-9030', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1300', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1220 9th ave.'}"
"{'id': '202', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '9001 santa monica blvd.'}",
,"{'id': '1408', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'posto', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '818/784-4400', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '205', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'second street grille', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '702/385-3232', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '616', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '3rd st.'}"
"{'id': '206', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '255 courtland st.  at harris st.'}","{'id': '67', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""ej's luncheonette"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-473-5555', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '207', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'santa monica', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '986', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '3195 roswell rd.'}"
"{'id': '208', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'le bernardin', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/489-1515', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '297', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '2 park ave. at 32nd st.'}"
"{'id': '209', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '9560 dayton way'}","{'id': '1188', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""deacon burton's soulfood restaurant"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '404-523-1929', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '210', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '240 central park s'}","{'id': '1417', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""trader vic's"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '310/276-6345', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1104', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1521 hyde st.'}"
"{'id': '212', 'http://www.okkam.org/ontology_restaurant1.owl#name': ""l'orangerie"", 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '310/652-9770', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '409', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'acquarello', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '415/567-5432', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '213', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '1 w. 67th st.'}","{'id': '331', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'cafe bizou', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '818-788-3536', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
"{'id': '215', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'heera of india', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '404/876-4408', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '614', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'moustache', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '718-852-5555', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '216', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'chinois on main', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '310/392-9025', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '626', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '937 broadway at 22nd st.'}"
"{'id': '217', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '804 northpoint'}","{'id': '1508', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""stringer's fish camp and oyster bar"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '770/458-7145', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '1287', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '2182 broadway  between 77th and 78th sts.'}"
"{'id': '219', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'picholine', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/724-8585', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '864', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '1350 e. flamingo rd.'}"
"{'id': '220', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3000 w. paradise rd.'}",
"{'id': '221', 'http://www.okkam.org/ontology_restaurant1.owl#name': '21 club', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/582-7200', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1459', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '3380 peachtree rd.'}"
"{'id': '222', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '33 w. 55th st.'}","{'id': '72', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '600 ponce de leon ave.'}"
,"{'id': '298', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '129 n. la cienega blvd.'}"
"{'id': '224', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'aqua', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/956-9662', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1453', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'oceana', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-759-5941', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,"{'id': '118', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'steakhouses', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '226', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '532 columbus ave.'}",
"{'id': '227', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '3570 las vegas blvd. s'}",
,
"{'id': '229', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'union square cafe', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/243-4020', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '1462', 'http://www.okkam.org/ontology_restaurant2.owl#name': 'tavern on the green', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '212-873-3200', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
"{'id': '230', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '60 w. 55th st.  between 5th and 6th ave.'}","{'id': '838', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '154 e. 79th st.  between lexington and 3rd aves.'}"
,
"{'id': '232', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'gotham bar & grill', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '212/620-4020', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}","{'id': '375', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '34 e. 51st st.'}"
"{'id': '233', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '1972 n. hillhurst ave.'}",
"{'id': '234', 'http://www.okkam.org/ontology_restaurant1.owl#name': 'plumpjack cafe', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '415/563-4755', 'http://www.okkam.org/ontology_restaurant1.owl#street': ''}",
,"{'id': '958', 'http://www.okkam.org/ontology_restaurant2.owl#name': '', 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant2.owl#street': '451 washington st.  near watts st.'}"
"{'id': '236', 'http://www.okkam.org/ontology_restaurant1.owl#name': '', 'http://www.okkam.org/ontology_restaurant1.owl#phone_number': '', 'http://www.okkam.org/ontology_restaurant1.owl#street': '490 e. paces ferry rd.'}","{'id': '1329', 'http://www.okkam.org/ontology_restaurant2.owl#name': ""gilliland's"", 'http://www.okkam.org/ontology_restaurant2.owl#phone_number': '310/392-3901', 'http://www.okkam.org/ontology_restaurant2.owl#street': ''}"
,
